Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
PSV Eindhoven,30,23,6,1,74,41,33,75,4
AZ Alkmaar,30,19,9,2,76,21,55,66,5
Sparta Rotterdam,30,19,9,2,45,26,19,66,6
NEC Nijmegen,30,13,12,5,43,22,21,51,7
Utrecht,30,13,10,7,45,42,3,49,8
Waalwijk,30,12,9,9,43,44,-1,45,9
Heerenveen,30,7,16,7,31,40,-9,37,10
Go Ahead Eagles,30,8,10,12,46,48,-2,34,11
For Sittard,30,6,11,13,40,50,-10,29,12
Vitesse,30,6,10,14,35,57,-22,28,13
Volendam,30,1,11,18,39,49,-10,14,14
Excelsior,30,1,10,19,32,57,-25,13,15
FC Emmen,30,1,10,19,21,60,-39,13,16
Groningen,30,1,10,19,19,61,-42,13,17
Cambuur,30,0,4,26,15,58,-43,4,18
Feyenoord Rotterdam,31,28,3,0,66,18,48,87,1
Ajax Amsterdam,31,26,4,1,94,29,65,82,2
Twente Enschede,31,25,6,0,46,22,24,81,3
PSV Eindhoven,31,24,6,1,77,42,35,78,4
AZ Alkmaar,31,20,9,2,80,22,58,69,5
Sparta Rotterdam,31,19,10,2,45,26,19,67,6
NEC Nijmegen,31,14,12,5,44,22,22,54,7
Utrecht,31,14,10,7,46,44,2,52,8
Waalwijk,31,13,9,9,43,44,-1,48,9
Heerenveen,31,7,17,7,34,41,-7,38,10
Go Ahead Eagles,31,8,11,12,47,49,-2,35,11
For Sittard,31,6,12,13,42,53,-11,30,12
Vitesse,31,6,11,14,37,59,-22,29,13
Volendam,31,1,11,19,40,50,-10,14,14
Excelsior,31,1,11,19,35,60,-25,14,15
Groningen,31,1,11,19,22,62,-40,14,16
FC Emmen,31,1,11,19,21,61,-40,14,17
Cambuur,31,0,4,27,15,63,-48,4,18
Feyenoord Rotterdam,32,28,4,0,69,22,47,88,1
Ajax Amsterdam,32,27,4,1,95,30,65,85,2
Twente Enschede,32,25,7,0,48,23,25,82,3
PSV Eindhoven,32,24,6,2,81,44,37,78,4
Sparta Rotterdam,32,20,10,2,46,26,20,70,5
AZ Alkmaar,32,20,9,3,82,24,58,69,6
NEC Nijmegen,32,14,12,6,44,22,22,54,7
Utrecht,32,14,10,8,46,48,-2,52,8
Waalwijk,32,13,9,10,44,50,-6,48,9
Heerenveen,32,7,17,8,34,44,-10,38,10
Go Ahead Eagles,32,8,11,13,47,55,-8,35,11
For Sittard,32,6,12,14,43,56,-13,30,12
Vitesse,32,6,11,15,39,66,-27,29,13
Volendam,32,1,11,20,42,54,-12,14,14
Excelsior,32,1,11,20,35,66,-31,14,15
FC Emmen,32,1,11,20,23,63,-40,14,16
Groningen,32,1,11,20,22,69,-47,14,17
Cambuur,32,0,4,28,16,68,-52,4,18
Feyenoord Rotterdam,33,28,5,0,70,24,46,89,1
Ajax Amsterdam,33,27,5,1,96,32,64,86,2
Twente Enschede,33,25,8,0,50,24,26,83,3
PSV Eindhoven,33,24,6,3,82,45,37,78,4
Sparta Rotterdam,33,20,11,2,48,28,20,71,5
AZ Alkmaar,33,20,9,4,84,24,60,69,6
NEC Nijmegen,33,14,12,7,44,22,22,54,7
Utrecht,33,14,10,9,46,48,-2,52,8
Waalwijk,33,13,9,11,45,50,-5,48,9
Heerenveen,33,7,17,9,34,45,-11,38,10
Go Ahead Eagles,33,8,11,14,48,58,-10,35,11
For Sittard,33,6,12,15,44,60,-16,30,12
Vitesse,33,6,11,16,39,67,-28,29,13
Volendam,33,1,11,21,42,56,-14,14,14
Excelsior,33,1,11,21,35,67,-32,14,15
FC Emmen,33,1,11,21,24,66,-42,14,16
Groningen,33,1,11,21,22,73,-51,14,17
Cambuur,33,0,4,29,16,70,-54,4,18
Feyenoord Rotterdam,34,28,6,0,70,24,46,90,1
Ajax Amsterdam,34,27,6,1,98,34,64,87,2
Twente Enschede,34,25,9,0,51,24,27,84,3
PSV Eindhoven,34,24,7,3,83,45,38,79,4
Sparta Rotterdam,34,20,12,2,48,29,19,72,5
AZ Alkmaar,34,20,10,4,84,24,60,70,6
NEC Nijmegen,34,14,12,8,46,23,23,54,7
Utrecht,34,14,10,10,48,48,0,52,8
Waalwijk,34,13,9,12,47,50,-3,48,9
Heerenveen,34,7,17,10,34,47,-13,38,10
Go Ahead Eagles,34,8,11,15,48,58,-10,35,11
For Sittard,34,6,12,16,44,61,-17,30,12
Vitesse,34,6,11,17,39,69,-30,29,13
Volendam,34,1,11,22,42,57,-15,14,14
Excelsior,34,1,11,22,36,68,-32,14,15
FC Emmen,34,1,11,22,24,70,-46,14,16
Groningen,34,1,11,22,22,75,-53,14,17
Cambuur,34,0,4,30,16,74,-58,4,18
