Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Werder Bremen,30,6,13,11,49,48,1,31,12
Hoffenheim,30,5,11,14,39,60,-21,26,13
Augsburg,30,4,11,15,35,65,-30,23,14
VfB Stuttgart,30,3,10,17,24,47,-23,19,15
Hertha Berlin,30,2,10,18,26,47,-21,16,16
Bochum,30,1,8,21,34,63,-29,11,17
Schalke 04,30,0,4,26,17,53,-36,4,18
Bayern Munich,31,31,0,0,89,27,62,93,1
RB Leipzig,31,22,7,2,56,28,28,73,2
Eintracht Frankfurt,31,22,6,3,77,32,45,72,3
Wolfsburg,31,20,8,3,73,49,24,68,4
Dortmund,31,18,9,4,57,38,19,63,5
Union Berlin,31,15,11,5,60,39,21,56,6
Monchengladbach,31,12,13,6,55,50,5,49,7
Freiburg,31,11,13,7,37,44,-7,46,8
Leverkusen,31,9,14,8,42,32,10,41,9
FC Koln,31,8,14,9,51,42,9,38,10
Mainz 05,31,7,15,9,42,48,-6,36,11
Werder Bremen,31,6,13,12,49,50,-1,31,12
Hoffenheim,31,5,11,15,39,67,-28,26,13
Augsburg,31,4,11,16,37,68,-31,23,14
VfB Stuttgart,31,3,10,18,25,48,-23,19,15
Hertha Berlin,31,2,10,19,28,51,-23,16,16
Bochum,31,1,8,22,36,64,-28,11,17
Schalke 04,31,0,4,27,17,53,-36,4,18
Bayern Munich,32,32,0,0,94,27,67,96,1
RB Leipzig,32,23,7,2,58,29,29,76,2
Eintracht Frankfurt,32,23,6,3,79,33,46,75,3
Wolfsburg,32,21,8,3,75,49,26,71,4
Dortmund,32,19,9,4,57,38,19,66,5
Union Berlin,32,16,11,5,62,39,23,59,6
Monchengladbach,32,13,13,6,56,50,6,52,7
Freiburg,32,12,13,7,40,46,-6,49,8
Leverkusen,32,10,14,8,44,32,12,44,9
FC Koln,32,9,14,9,52,42,10,41,10
Mainz 05,32,8,15,9,44,48,-4,39,11
Werder Bremen,32,7,13,12,51,51,0,34,12
Hoffenheim,32,6,11,15,42,68,-26,29,13
Augsburg,32,4,12,16,37,70,-33,24,14
VfB Stuttgart,32,3,11,18,26,50,-24,20,15
Hertha Berlin,32,2,11,19,30,52,-22,17,16
Bochum,32,1,9,22,38,66,-28,12,17
Schalke 04,32,0,4,28,17,54,-37,4,18
Bayern Munich,33,33,0,0,97,28,69,99,1
RB Leipzig,33,23,8,2,59,29,30,77,2
Eintracht Frankfurt,33,23,7,3,82,33,49,76,3
Wolfsburg,33,21,9,3,75,50,25,72,4
Dortmund,33,19,10,4,60,39,21,67,5
Union Berlin,33,16,12,5,65,40,25,60,6
Monchengladbach,33,13,14,6,61,50,11,53,7
Freiburg,33,12,14,7,42,47,-5,50,8
Leverkusen,33,10,15,8,44,37,7,45,9
FC Koln,33,9,15,9,52,43,9,42,10
Mainz 05,33,8,15,10,44,54,-10,39,11
Werder Bremen,33,7,13,13,54,53,1,34,12
Hoffenheim,33,6,11,16,43,70,-27,29,13
Augsburg,33,4,12,17,38,71,-33,24,14
VfB Stuttgart,33,3,11,19,27,53,-26,20,15
Hertha Berlin,33,2,11,20,30,58,-28,17,16
Bochum,33,1,9,23,39,70,-31,12,17
Schalke 04,33,0,4,29,17,56,-39,4,18
Bayern Munich,34,34,0,0,100,28,72,102,1
RB Leipzig,34,23,8,3,59,30,29,77,2
Eintracht Frankfurt,34,23,7,4,83,39,44,76,3
Wolfsburg,34,21,9,4,76,54,22,72,4
Dortmund,34,19,10,5,61,43,18,67,5
Union Berlin,34,16,12,6,66,47,19,60,6
Monchengladbach,34,13,14,7,63,51,12,53,7
Freiburg,34,12,14,8,43,54,-11,50,8
Leverkusen,34,10,15,9,45,40,5,45,9
FC Koln,34,9,15,10,52,45,7,42,10
Mainz 05,34,8,15,11,44,57,-13,39,11
Werder Bremen,34,7,13,14,54,58,-4,34,12
Hoffenheim,34,6,11,17,44,71,-27,29,13
Augsburg,34,4,12,18,38,78,-40,24,14
VfB Stuttgart,34,3,11,20,27,53,-26,20,15
Hertha Berlin,34,2,11,21,30,60,-30,17,16
Bochum,34,1,9,24,41,77,-36,12,17
Schalke 04,34,0,4,30,18,59,-41,4,18
