Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Club Necaxa,28,7,7,14,35,42,-7,28,12
Atlas Guadalajara,28,7,6,15,50,67,-17,27,13
Pumas de la UNAM,28,6,9,13,27,50,-23,27,14
Cruz Azul,28,3,11,14,28,39,-11,20,15
Club Tijuana,28,1,12,15,15,31,-16,15,16
Club Leon,28,0,10,18,13,43,-30,10,17
Mazatlan,28,0,2,26,30,67,-37,2,18
Tigres de la Universidad Autonoma,29,28,1,0,59,19,40,85,1
CF Monterrey,29,24,2,3,77,46,31,74,2
Atletico San Luis,29,21,7,1,37,22,15,70,3
CF Pachuca,29,19,6,4,65,49,16,63,4
Deportivo Guadalajara,29,15,12,2,40,16,24,57,5
Club de Futbol America,29,14,11,4,88,44,44,53,6
Deportivo Toluca,29,11,13,5,35,24,11,46,7
Santos Laguna,29,10,10,9,48,43,5,40,8
Puebla FC,29,10,10,9,38,43,-5,40,9
FC Juarez,29,10,7,12,60,60,0,37,10
Gallos Blancos Queretaro FC,29,6,12,11,35,41,-6,30,11
Club Necaxa,29,7,7,15,35,46,-11,28,12
Atlas Guadalajara,29,7,6,16,52,70,-18,27,13
Pumas de la UNAM,29,6,9,14,29,50,-21,27,14
Cruz Azul,29,3,11,15,29,42,-13,20,15
Club Tijuana,29,1,12,16,16,31,-15,15,16
Club Leon,29,1,10,18,13,44,-31,13,17
Mazatlan,29,0,2,27,30,70,-40,2,18
Tigres de la Universidad Autonoma,30,29,1,0,60,19,41,88,1
CF Monterrey,30,24,2,4,80,50,30,74,2
Atletico San Luis,30,21,7,2,38,25,13,70,3
CF Pachuca,30,19,6,5,66,50,16,63,4
Deportivo Guadalajara,30,15,13,2,40,16,24,58,5
Club de Futbol America,30,14,11,5,88,45,43,53,6
Deportivo Toluca,30,11,13,6,35,25,10,46,7
Santos Laguna,30,10,10,10,49,45,4,40,8
Puebla FC,30,10,10,10,38,46,-8,40,9
FC Juarez,30,10,7,13,60,62,-2,37,10
Gallos Blancos Queretaro FC,30,7,12,11,36,41,-5,33,11
Club Necaxa,30,7,7,16,36,52,-16,28,12
Atlas Guadalajara,30,7,6,17,54,76,-22,27,13
Pumas de la UNAM,30,6,9,15,29,55,-26,27,14
Cruz Azul,30,3,11,16,29,45,-16,20,15
Club Tijuana,30,1,12,17,17,32,-15,15,16
Club Leon,30,1,10,19,13,47,-34,13,17
Mazatlan,30,0,3,27,31,71,-40,3,18
Tigres de la Universidad Autonoma,31,30,1,0,61,19,42,91,1
CF Monterrey,31,25,2,4,82,50,32,77,2
Atletico San Luis,31,22,7,2,40,25,15,73,3
CF Pachuca,31,20,6,5,67,51,16,66,4
Deportivo Guadalajara,31,16,13,2,42,17,25,61,5
Club de Futbol America,31,15,11,5,90,45,45,56,6
Deportivo Toluca,31,11,14,6,37,26,11,47,7
Santos Laguna,31,10,11,10,49,46,3,41,8
Puebla FC,31,10,11,10,39,46,-7,41,9
FC Juarez,31,10,8,13,62,65,-3,38,10
Gallos Blancos Queretaro FC,31,7,12,12,37,44,-7,33,11
Club Necaxa,31,7,8,16,36,52,-16,29,12
Atlas Guadalajara,31,7,7,17,54,76,-22,28,13
Pumas de la UNAM,31,6,10,15,31,57,-26,28,14
Cruz Azul,31,3,12,16,30,46,-16,21,15
Club Tijuana,31,1,13,17,18,33,-15,16,16
Club Leon,31,1,11,19,15,47,-32,14,17
Mazatlan,31,0,3,28,32,71,-39,3,18
Tigres de la Universidad Autonoma,32,31,1,0,64,19,45,94,1
CF Monterrey,32,26,2,4,85,51,34,80,2
Atletico San Luis,32,23,7,2,43,26,17,76,3
CF Pachuca,32,21,6,5,70,51,19,69,4
Deportivo Guadalajara,32,17,13,2,48,17,31,64,5
Club de Futbol America,32,16,11,5,94,47,47,59,6
Deportivo Toluca,32,12,14,6,38,26,12,50,7
Santos Laguna,32,11,11,10,52,48,4,44,8
Puebla FC,32,11,11,10,41,47,-6,44,9
FC Juarez,32,11,8,13,68,68,0,41,10
Gallos Blancos Queretaro FC,32,8,12,12,37,45,-8,36,11
Club Necaxa,32,8,8,16,39,52,-13,32,12
Atlas Guadalajara,32,8,7,17,56,79,-23,31,13
Pumas de la UNAM,32,7,10,15,31,57,-26,31,14
Cruz Azul,32,3,13,16,31,47,-16,22,15
Club Tijuana,32,1,14,17,19,33,-14,17,16
Club Leon,32,1,12,19,16,48,-32,15,17
Mazatlan,32,0,3,29,33,72,-39,3,18
Tigres de la Universidad Autonoma,33,31,2,0,64,19,45,95,1
CF Monterrey,33,26,2,5,86,51,35,80,2
Atletico San Luis,33,23,8,2,43,27,16,77,3
CF Pachuca,33,21,6,6,71,52,19,69,4
Deportivo Guadalajara,33,18,13,2,48,17,31,67,5
Club de Futbol America,33,16,11,6,94,48,46,59,6
Deportivo Toluca,33,12,15,6,40,29,11,51,7
Santos Laguna,33,11,11,11,52,51,1,44,8
Puebla FC,33,11,11,11,42,47,-5,44,9
FC Juarez,33,11,8,14,68,70,-2,41,10
Gallos Blancos Queretaro FC,33,9,12,12,39,45,-6,39,11
Club Necaxa,33,8,8,17,40,52,-12,32,12
Atlas Guadalajara,33,8,7,18,56,84,-28,31,13
Pumas de la UNAM,33,7,10,16,31,61,-30,31,14
Cruz Azul,33,3,13,17,31,48,-17,22,15
Club Tijuana,33,1,14,18,19,34,-15,17,16
Club Leon,33,1,12,20,17,50,-33,15,17
Mazatlan,33,0,3,30,33,78,-45,3,18
Tigres de la Universidad Autonoma,34,32,2,0,67,20,47,98,1
CF Monterrey,34,27,2,5,88,55,33,83,2
Atletico San Luis,34,23,9,2,43,28,15,78,3
CF Pachuca,34,21,7,6,74,53,21,70,4
Deportivo Guadalajara,34,18,14,2,50,18,32,68,5
Club de Futbol America,34,16,12,6,96,49,47,60,6
Deportivo Toluca,34,12,16,6,40,30,10,52,7
Santos Laguna,34,11,12,11,53,54,-1,45,8
Puebla FC,34,11,12,11,43,48,-5,45,9
FC Juarez,34,11,8,15,68,71,-3,41,10
Gallos Blancos Queretaro FC,34,9,13,12,40,47,-7,40,11
Club Necaxa,34,8,8,18,40,54,-14,32,12
Atlas Guadalajara,34,8,7,19,57,88,-31,31,13
Pumas de la UNAM,34,7,10,17,31,62,-31,31,14
Cruz Azul,34,3,13,18,31,49,-18,22,15
Club Tijuana,34,1,14,19,19,35,-16,17,16
Club Leon,34,1,12,21,18,50,-32,15,17
Mazatlan,34,0,3,31,33,80,-47,3,18
