Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Jahn Regensburg,29,0,12,17,32,49,-17,12,17
Magdeburg,29,0,12,17,42,60,-18,12,18
Darmstadt 98,30,26,4,0,51,23,28,82,1
Paderborn,30,21,8,1,67,34,33,71,2
Heidenheim,30,21,8,1,52,32,20,71,3
Hamburger SV,30,19,10,1,54,33,21,67,4
Kaiserslautern,30,17,10,3,53,40,13,61,5
Fortuna Dusseldorf,30,11,15,4,56,39,17,48,6
Holstein Kiel,30,11,14,5,54,44,10,47,7
Hannover 96,30,10,17,3,46,40,6,47,8
St Pauli,30,9,16,5,43,31,12,43,9
Arminia Bielefeld,30,5,14,11,41,44,-3,29,10
Karlsruher SC,30,5,13,12,31,51,-20,28,11
Greuther Furth,30,4,15,11,42,46,-4,27,12
Braunschweig,30,2,17,11,33,49,-16,23,13
Sandhausen,30,2,15,13,32,65,-33,21,14
Hansa Rostock,30,0,18,12,30,48,-18,18,15
Nurnberg,30,0,17,13,35,42,-7,17,16
Jahn Regensburg,30,0,12,18,32,53,-21,12,17
Magdeburg,30,0,12,18,42,65,-23,12,18
Darmstadt 98,31,26,5,0,52,24,28,83,1
Paderborn,31,21,9,1,68,36,32,72,2
Heidenheim,31,21,9,1,54,32,22,72,3
Hamburger SV,31,20,10,1,56,35,21,70,4
Kaiserslautern,31,17,11,3,54,43,11,62,5
Hannover 96,31,11,17,3,47,40,7,50,6
Fortuna Dusseldorf,31,11,16,4,62,41,21,49,7
Holstein Kiel,31,11,15,5,55,46,9,48,8
St Pauli,31,9,17,5,44,32,12,44,9
Arminia Bielefeld,31,5,14,12,41,46,-5,29,10
Karlsruher SC,31,5,14,12,32,52,-20,29,11
Greuther Furth,31,4,15,12,43,51,-8,27,12
Braunschweig,31,2,17,12,33,50,-17,23,13
Sandhausen,31,2,15,14,33,65,-32,21,14
Hansa Rostock,31,0,18,13,31,50,-19,18,15
Nurnberg,31,0,17,14,35,44,-9,17,16
Jahn Regensburg,31,0,12,19,32,54,-22,12,17
Magdeburg,31,0,12,19,42,69,-27,12,18
Darmstadt 98,32,27,5,0,54,25,29,86,1
Paderborn,32,22,9,1,68,38,30,75,2
Heidenheim,32,22,9,1,55,32,23,75,3
Hamburger SV,32,21,10,1,58,39,19,73,4
Kaiserslautern,32,17,12,3,55,47,8,63,5
Hannover 96,32,11,18,3,49,41,8,51,6
Fortuna Dusseldorf,32,11,17,4,63,42,21,50,7
Holstein Kiel,32,11,16,5,57,47,10,49,8
St Pauli,32,9,18,5,44,35,9,45,9
Arminia Bielefeld,32,5,15,12,42,47,-5,30,10
Karlsruher SC,32,5,15,12,32,53,-21,30,11
Greuther Furth,32,4,16,12,46,53,-7,28,12
Braunschweig,32,2,18,12,35,51,-16,24,13
Sandhausen,32,2,15,15,33,68,-35,21,14
Hansa Rostock,32,0,18,14,32,52,-20,18,15
Nurnberg,32,0,17,15,36,45,-9,17,16
Jahn Regensburg,32,0,12,20,33,54,-21,12,17
Magdeburg,32,0,12,20,44,69,-25,12,18
Darmstadt 98,33,27,6,0,55,26,29,87,1
Paderborn,33,22,10,1,69,38,31,76,2
Heidenheim,33,22,10,1,58,34,24,76,3
Hamburger SV,33,22,10,1,62,40,22,76,4
Kaiserslautern,33,17,12,4,57,48,9,63,5
Hannover 96,33,11,18,4,51,43,8,51,6
Fortuna Dusseldorf,33,11,17,5,63,42,21,50,7
Holstein Kiel,33,11,16,6,58,52,6,49,8
St Pauli,33,9,18,6,45,38,7,45,9
Karlsruher SC,33,5,16,12,33,54,-21,31,10
Arminia Bielefeld,33,5,15,13,46,49,-3,30,11
Greuther Furth,33,4,16,13,46,59,-13,28,12
Braunschweig,33,2,18,13,35,52,-17,24,13
Sandhausen,33,2,15,16,35,70,-35,21,14
Hansa Rostock,33,0,18,15,34,53,-19,18,15
Nurnberg,33,0,17,16,36,45,-9,17,16
Jahn Regensburg,33,0,12,21,34,58,-24,12,17
Magdeburg,33,0,12,21,46,71,-25,12,18
Darmstadt 98,34,28,6,0,56,26,30,90,1
Paderborn,34,23,10,1,69,39,30,79,2
Heidenheim,34,23,10,1,61,36,25,79,3
Hamburger SV,34,23,10,1,63,40,23,79,4
Kaiserslautern,34,17,13,4,62,48,14,64,5
Hannover 96,34,11,19,4,52,43,9,52,6
Fortuna Dusseldorf,34,11,18,5,69,44,25,51,7
Holstein Kiel,34,11,17,6,59,53,6,50,8
St Pauli,34,9,19,6,46,39,7,46,9
Arminia Bielefeld,34,5,16,13,47,50,-3,31,10
Karlsruher SC,34,5,16,13,33,55,-22,31,11
Greuther Furth,34,4,17,13,48,61,-13,29,12
Braunschweig,34,2,19,13,36,53,-17,25,13
Sandhausen,34,2,15,17,36,71,-35,21,14
Hansa Rostock,34,0,18,16,34,53,-19,18,15
Nurnberg,34,0,17,17,37,46,-9,17,16
Magdeburg,34,0,12,22,47,72,-25,12,17
Jahn Regensburg,34,0,12,22,35,61,-26,12,18
