Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Cremonese,29,0,8,21,14,47,-33,8,19
Sampdoria,29,0,3,26,11,44,-33,3,20
Napoli,30,28,2,0,74,22,52,86,1
Lazio,30,23,7,0,47,18,29,76,2
Juventus,30,22,8,0,36,23,13,74,3
Internazionale Milano,30,17,10,3,65,36,29,61,4
Atalanta,30,17,10,3,62,36,26,61,5
AC Milan,30,16,11,3,50,34,16,59,6
Roma,30,14,15,1,36,20,16,57,7
Udinese,30,14,13,3,42,28,14,55,8
Torino,30,6,20,4,36,32,4,38,9
Lecce,30,6,18,6,31,35,-4,36,10
Monza,30,6,17,7,41,37,4,35,11
Fiorentina,30,6,17,7,22,38,-16,35,12
Bologna,30,5,16,9,43,40,3,31,13
Sassuolo,30,5,15,10,39,30,9,30,14
Empoli,30,4,16,10,35,41,-6,28,15
Salernitana,30,4,10,16,48,53,-5,22,16
Hellas Verona,30,2,13,15,24,23,1,19,17
Spezia,30,1,12,17,21,43,-22,15,18
Cremonese,30,0,8,22,14,49,-35,8,19
Sampdoria,30,0,3,27,11,47,-36,3,20
Napoli,31,29,2,0,75,22,53,89,1
Lazio,31,23,8,0,49,19,30,77,2
Juventus,31,22,9,0,37,25,12,75,3
Internazionale Milano,31,18,10,3,67,38,29,64,4
Atalanta,31,18,10,3,64,36,28,64,5
AC Milan,31,16,11,4,50,34,16,59,6
Roma,31,14,16,1,38,20,18,58,7
Udinese,31,14,13,4,43,30,13,55,8
Torino,31,6,20,5,38,33,5,38,9
Lecce,31,6,18,7,31,36,-5,36,10
Monza,31,6,17,8,42,39,3,35,11
Fiorentina,31,6,17,8,25,39,-14,35,12
Bologna,31,5,17,9,47,42,5,32,13
Sassuolo,31,5,16,10,41,32,9,31,14
Empoli,31,4,17,10,35,42,-7,29,15
Salernitana,31,4,10,17,49,59,-10,22,16
Hellas Verona,31,2,13,16,27,27,0,19,17
Spezia,31,1,12,18,21,46,-25,15,18
Cremonese,31,0,8,23,18,52,-34,8,19
Sampdoria,31,0,3,28,11,53,-42,3,20
Napoli,32,30,2,0,78,23,55,92,1
Lazio,32,24,8,0,51,19,32,80,2
Juventus,32,23,9,0,39,25,14,78,3
Internazionale Milano,32,19,10,3,69,38,31,67,4
Atalanta,32,18,10,4,68,38,30,64,5
Roma,32,15,16,1,39,23,16,61,6
AC Milan,32,16,12,4,50,35,15,60,7
Udinese,32,14,14,4,43,30,13,56,8
Torino,32,6,21,5,38,33,5,39,9
Lecce,32,6,19,7,32,39,-7,37,10
Monza,32,6,18,8,42,42,0,36,11
Fiorentina,32,6,18,8,29,40,-11,36,12
Sassuolo,32,6,16,10,41,33,8,34,13
Bologna,32,5,18,9,48,42,6,33,14
Empoli,32,4,18,10,35,43,-8,30,15
Salernitana,32,4,10,18,51,63,-12,22,16
Hellas Verona,32,2,13,17,27,28,-1,19,17
Spezia,32,1,12,19,21,50,-29,15,18
Cremonese,32,0,8,24,18,57,-39,8,19
Sampdoria,32,0,3,29,11,56,-45,3,20
Napoli,33,31,2,0,79,23,56,95,1
Lazio,33,25,8,0,52,19,33,83,2
Juventus,33,24,9,0,39,26,13,81,3
Internazionale Milano,33,20,10,3,70,38,32,70,4
Atalanta,33,19,10,4,70,42,28,67,5
Roma,33,16,16,1,43,23,20,64,6
AC Milan,33,16,13,4,53,38,15,61,7
Udinese,33,14,15,4,44,31,13,57,8
Torino,33,6,22,5,40,35,5,40,9
Lecce,33,6,20,7,32,39,-7,38,10
Monza,33,6,19,8,43,42,1,37,11
Fiorentina,33,6,19,8,34,42,-8,37,12
Sassuolo,33,6,17,10,41,36,5,35,13
Bologna,33,5,18,10,48,42,6,33,14
Empoli,33,5,18,10,37,44,-7,33,15
Salernitana,33,4,10,19,55,64,-9,22,16
Hellas Verona,33,2,14,17,27,29,-2,20,17
Spezia,33,1,12,20,21,53,-32,15,18
Cremonese,33,0,9,24,18,58,-40,9,19
Sampdoria,33,0,3,30,12,59,-47,3,20
Napoli,34,32,2,0,81,24,57,98,1
Lazio,34,25,8,1,52,21,31,83,2
Juventus,34,24,9,1,40,29,11,81,3
Internazionale Milano,34,20,10,4,71,38,33,70,4
Atalanta,34,19,11,4,71,42,29,68,5
Roma,34,16,17,1,45,26,19,65,6
AC Milan,34,16,13,5,54,42,12,61,7
Udinese,34,14,15,5,45,31,14,57,8
Torino,34,6,22,6,40,37,3,40,9
Lecce,34,6,20,8,32,40,-8,38,10
Monza,34,6,19,9,44,44,0,37,11
Fiorentina,34,6,19,9,34,45,-11,37,12
Sassuolo,34,6,17,11,41,39,2,35,13
Bologna,34,5,19,10,51,43,8,34,14
Empoli,34,5,18,11,37,46,-9,33,15
Salernitana,34,4,10,20,55,73,-18,22,16
Hellas Verona,34,2,14,18,27,30,-3,20,17
Spezia,34,1,12,21,22,58,-36,15,18
Cremonese,34,0,10,24,19,60,-41,10,19
Sampdoria,34,0,3,31,12,62,-50,3,20
Napoli,35,33,2,0,83,28,55,101,1
Lazio,35,25,9,1,54,22,32,84,2
Juventus,35,24,10,1,40,30,10,82,3
Internazionale Milano,35,20,11,4,73,41,32,71,4
Atalanta,35,20,11,4,72,43,29,71,5
Roma,35,16,18,1,46,27,19,66,6
AC Milan,35,16,13,6,55,44,11,61,7
Udinese,35,14,15,6,46,35,11,57,8
Torino,35,6,22,7,42,39,3,40,9
Lecce,35,6,20,9,32,44,-12,38,10
Monza,35,6,19,10,45,47,-2,37,11
Fiorentina,35,6,19,10,35,48,-13,37,12
Sassuolo,35,6,17,12,42,42,0,35,13
Bologna,35,5,20,10,51,44,7,35,14
Empoli,35,5,18,12,37,48,-11,33,15
Salernitana,35,4,10,21,55,75,-20,22,16
Hellas Verona,35,2,14,19,27,33,-6,20,17
Spezia,35,1,12,22,24,63,-39,15,18
Cremonese,35,0,10,25,21,63,-42,10,19
Sampdoria,35,0,3,32,12,65,-53,3,20
Napoli,36,34,2,0,83,28,55,104,1
Lazio,36,26,9,1,54,23,31,87,2
Juventus,36,25,10,1,40,30,10,85,3
Internazionale Milano,36,20,12,4,77,41,36,72,4
Atalanta,36,20,12,4,73,46,27,72,5
Roma,36,17,18,1,48,27,21,69,6
AC Milan,36,16,14,6,57,46,11,62,7
Udinese,36,14,16,6,48,38,10,58,8
Torino,36,6,23,7,43,40,3,41,9
Lecce,36,6,21,9,32,45,-13,39,10
Bologna,36,6,20,10,52,44,8,38,11
Monza,36,6,20,10,46,50,-4,38,12
Fiorentina,36,6,20,10,36,49,-13,38,13
Sassuolo,36,6,18,12,44,46,-2,36,14
Empoli,36,5,19,12,37,49,-12,34,15
Salernitana,36,4,10,22,56,79,-23,22,16
Hellas Verona,36,2,14,20,27,37,-10,20,17
Spezia,36,1,12,23,25,65,-40,15,18
Cremonese,36,0,10,26,21,65,-44,10,19
Sampdoria,36,0,3,33,13,66,-53,3,20
Napoli,37,34,3,0,86,30,56,105,1
Lazio,37,26,10,1,54,23,31,88,2
Juventus,37,25,11,1,41,30,11,86,3
Internazionale Milano,37,20,13,4,77,43,34,73,4
Atalanta,37,20,13,4,74,47,27,73,5
Roma,37,18,18,1,51,28,23,72,6
AC Milan,37,16,14,7,58,47,11,62,7
Udinese,37,14,16,7,48,40,8,58,8
Torino,37,6,23,8,43,41,2,41,9
Lecce,37,6,21,10,32,47,-15,39,10
Bologna,37,6,20,11,52,46,6,38,11
Monza,37,6,20,11,46,51,-5,38,12
Fiorentina,37,6,20,11,36,51,-15,38,13
Sassuolo,37,6,18,13,47,47,0,36,14
Empoli,37,5,19,13,37,53,-16,34,15
Salernitana,37,4,10,23,57,80,-23,22,16
Hellas Verona,37,2,14,21,28,40,-12,20,17
Spezia,37,1,12,24,26,71,-45,15,18
Cremonese,37,0,10,27,21,67,-46,10,19
Sampdoria,37,0,3,34,14,69,-55,3,20
Napoli,38,35,3,0,89,32,57,108,1
Lazio,38,27,10,1,56,23,33,91,2
Juventus,38,26,11,1,43,31,12,89,3
Internazionale Milano,38,21,13,4,82,43,39,76,4
Atalanta,38,21,13,4,76,47,29,76,5
Roma,38,19,18,1,52,28,24,75,6
AC Milan,38,17,14,7,62,47,15,65,7
Udinese,38,15,16,7,51,44,7,61,8
Torino,38,7,23,8,45,41,4,44,9
Bologna,38,7,20,11,54,46,8,41,10
Monza,38,7,20,11,47,51,-4,41,11
Lecce,38,6,22,10,32,48,-16,40,12
Fiorentina,38,6,21,11,37,53,-16,39,13
Sassuolo,38,6,19,13,48,47,1,37,14
Empoli,38,5,20,13,39,54,-15,35,15
Salernitana,38,4,11,23,58,80,-22,23,16
Hellas Verona,38,2,15,21,30,40,-10,21,17
Spezia,38,1,13,24,27,71,-44,16,18
Cremonese,38,0,10,28,21,68,-47,10,19
Sampdoria,38,0,4,34,14,69,-55,4,20
